Edition,Name,Footnote,Type,Designation,d,W,A,tw,tw/2,bf,tf,T,k,k1,bf/2tf,h/tw,Fy''',X1,X2x10^6,Ix,Zx,Sx,rx,y,yp,Iy,Zy,Sy,ry,x,xp,rz,maxf,Grip,eo,Qs36,Qs50,Qs36c,Qs50c,Qs36s,Qs50s,Astem,tan(alpha),twstem,twstem/2,OD,ID,twall,J,t,Iy',Sy',ry',sched,Anet36,d1A36,IxA36,SxA36,rxA36,y1A36,ryA36,AnetASTM,d1ASTM,IxASTM,SxASTM,rxASTM,y1ASTM,ryASTM,d/t,ry0,ry1_4,ry3_8,ry1_2,ry5_8,ry3_4,d/Af,rT,Fy'',Cw,Fy',Cc50',Cc36',a,Wno,Sw,Qf,Qw,B,Ht / t,Ht,tnom,tdes,b / t,C,ro,H,ddet,bfdet,twdet,tfdet,kdes,kdet,B/t,Sz,Qs
ASD7,2L 8x6x1,0,2L,2L 8x6x1,0,88.4,26,0,0,0,0,0,0,0,0,0,0,0,0,161,0,30.2,2.49,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.48,2.52,2.57,2.62,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.875,0,2L,2L 8x6x0.875,0,78.2,23,0,0,0,0,0,0,0,0,0,0,0,0,144,0,26.8,2.51,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.46,2.5,2.55,2.59,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.75,0,2L,2L 8x6x0.75,0,67.6,19.9,0,0,0,0,0,0,0,0,0,0,0,0,126,0,23.3,2.53,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,2.44,2.48,2.53,2.57,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.625,0,2L,2L 8x6x0.625,0,57,16.7,0,0,0,0,0,0,0,0,0,0,0,0,108,0,19.7,2.54,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,2.42,2.46,2.51,2.55,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.5625,0,2L,2L 8x6x0.5625,0,51.4,15.1,0,0,0,0,0,0,0,0,0,0,0,0,98.5,0,17.9,2.55,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.41,2.45,2.5,2.54,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.5,0,2L,2L 8x6x0.5,0,46,13.5,0,0,0,0,0,0,0,0,0,0,0,0,88.6,0,16,2.56,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.4,2.44,2.49,2.53,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x6x0.4375,0,2L,2L 8x6x0.4375,0,40.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,14.1,2.57,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.39,2.43,2.48,2.52,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x1,0,2L,2L 8x4x1,0,74.8,22,0,0,0,0,0,0,0,0,0,0,0,0,139,0,28.1,2.52,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.56,1.61,1.65,1.7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.875,0,2L,2L 8x4x0.875,0,66.2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,124,0,25,2.53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.53,1.58,1.63,1.67,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.75,0,2L,2L 8x4x0.75,0,57.4,16.9,0,0,0,0,0,0,0,0,0,0,0,0,109,0,21.8,2.55,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.51,1.55,1.6,1.65,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.625,0,2L,2L 8x4x0.625,0,48.4,14.2,0,0,0,0,0,0,0,0,0,0,0,0,93.8,0,18.4,2.57,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.48,1.53,1.57,1.62,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.5625,0,2L,2L 8x4x0.5625,0,43.8,12.9,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0,16.7,2.58,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,1.47,1.52,1.56,1.61,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.5,0,2L,2L 8x4x0.5,0,39.2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,77,0,15,2.59,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,1.46,1.51,1.55,1.59,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 8x4x0.4375,0,2L,2L 8x4x0.4375,0,34.4,10.1,0,0,0,0,0,0,0,0,0,0,0,0,68.2,0,13.2,2.6,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.45,1.5,1.54,1.58,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.875,0,2L,2L 7x4x0.875,0,60.4,17.7,0,0,0,0,0,0,0,0,0,0,0,0,85.8,0,19.3,2.2,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.59,1.64,1.69,1.74,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.75,0,2L,2L 7x4x0.75,0,52.4,15.4,0,0,0,0,0,0,0,0,0,0,0,0,75.6,0,16.8,2.22,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,1.57,1.62,1.66,1.71,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.625,0,2L,2L 7x4x0.625,0,44.2,13,0,0,0,0,0,0,0,0,0,0,0,0,64.8,0,14.3,2.24,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.55,1.59,1.64,1.68,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.5625,0,2L,2L 7x4x0.5625,0,40,11.7,0,0,0,0,0,0,0,0,0,0,0,0,59.1,0,13,2.24,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.54,1.58,1.63,1.67,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.5,0,2L,2L 7x4x0.5,0,35.8,10.5,0,0,0,0,0,0,0,0,0,0,0,0,53.3,0,11.6,2.25,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.53,1.57,1.61,1.66,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.4375,0,2L,2L 7x4x0.4375,0,31.6,9.24,0,0,0,0,0,0,0,0,0,0,0,0,47.3,0,10.3,2.26,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.52,1.56,1.6,1.65,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 7x4x0.375,0,2L,2L 7x4x0.375,0,27.2,7.97,0,0,0,0,0,0,0,0,0,0,0,0,41.1,0,8.88,2.27,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.51,1.55,1.59,1.64,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.875,0,2L,2L 6x4x0.875,0,54.4,16,0,0,0,0,0,0,0,0,0,0,0,0,55.5,0,14.3,1.86,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,1.67,1.71,1.76,1.81,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.75,0,2L,2L 6x4x0.75,0,47.2,13.9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12.5,1.88,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.64,1.69,1.74,1.78,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.625,0,2L,2L 6x4x0.625,0,40,11.7,0,0,0,0,0,0,0,0,0,0,0,0,42.1,0,10.6,1.9,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.62,1.67,1.71,1.76,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.5625,0,2L,2L 6x4x0.5625,0,36.2,10.6,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,9.65,1.9,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.61,1.65,1.7,1.75,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.5,0,2L,2L 6x4x0.5,0,32.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,8.67,1.91,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.6,1.64,1.69,1.73,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.4375,0,2L,2L 6x4x0.4375,0,28.6,8.37,0,0,0,0,0,0,0,0,0,0,0,0,30.9,0,7.66,1.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,1.59,1.63,1.68,1.72,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.375,0,2L,2L 6x4x0.375,0,24.6,7.22,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,6.64,1.93,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.58,1.62,1.67,1.71,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.3125,0,2L,2L 6x4x0.3125,0,20.6,6.05,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,5.59,1.94,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.57,1.61,1.66,1.7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x4x0.25,0,2L,2L 6x4x0.25,0,16.6,4.88,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,4.52,1.95,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,1.56,1.6,1.65,1.69,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x3.5x0.5,0,2L,2L 6x3.5x0.5,0,30.6,9,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0,8.47,1.92,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.36,1.41,1.46,1.5,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x3.5x0.375,0,2L,2L 6x3.5x0.375,0,23.4,6.84,0,0,0,0,0,0,0,0,0,0,0,0,25.7,0,6.49,1.94,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.34,1.39,1.43,1.48,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x3.5x0.3125,0,2L,2L 6x3.5x0.3125,0,19.6,5.74,0,0,0,0,0,0,0,0,0,0,0,0,21.8,0,5.47,1.95,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.33,1.38,1.42,1.47,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 6x3.5x0.25,0,2L,2L 6x3.5x0.25,0,15.8,4.63,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,4.42,1.96,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.33,1.37,1.41,1.46,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.75,0,2L,2L 5x3.5x0.75,0,39.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,8.55,1.55,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.49,1.53,1.58,1.63,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.625,0,2L,2L 5x3.5x0.625,0,33.6,9.84,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,7.29,1.56,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.46,1.51,1.56,1.61,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.5,0,2L,2L 5x3.5x0.5,0,27.2,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5.97,1.58,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.44,1.49,1.53,1.58,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.4375,0,2L,2L 5x3.5x0.4375,0,24,7.05,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,5.29,1.59,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.43,1.47,1.52,1.57,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.375,0,2L,2L 5x3.5x0.375,0,20.8,6.09,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,4.59,1.6,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.42,1.46,1.51,1.56,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.3125,0,2L,2L 5x3.5x0.3125,0,17.4,5.12,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,3.87,1.61,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,1.41,1.45,1.5,1.54,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3.5x0.25,0,2L,2L 5x3.5x0.25,0,14,4.13,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,3.14,1.62,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1.4,1.44,1.49,1.53,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3x0.5,0,2L,2L 5x3x0.5,0,25.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,5.82,1.59,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.21,1.25,1.3,1.35,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3x0.4375,0,2L,2L 5x3x0.4375,0,22.6,6.62,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,5.15,1.6,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.19,1.24,1.29,1.33,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3x0.375,0,2L,2L 5x3x0.375,0,19.6,5.72,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,4.47,1.61,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.18,1.23,1.27,1.32,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3x0.3125,0,2L,2L 5x3x0.3125,0,16.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,3.77,1.61,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,1.17,1.22,1.26,1.31,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 5x3x0.25,0,2L,2L 5x3x0.25,0,13.2,3.88,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,3.06,1.62,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.16,1.21,1.25,1.3,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.625,0,2L,2L 4x3.5x0.625,0,29.4,8.59,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,4.71,1.22,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.56,1.6,1.65,1.7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.5,0,2L,2L 4x3.5x0.5,0,23.8,7,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,3.87,1.23,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.53,1.58,1.63,1.68,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.4375,0,2L,2L 4x3.5x0.4375,0,21.2,6.18,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,3.44,1.24,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.52,1.57,1.61,1.66,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.375,0,2L,2L 4x3.5x0.375,0,18.2,5.34,0,0,0,0,0,0,0,0,0,0,0,0,8.35,0,2.99,1.25,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.51,1.56,1.6,1.65,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.3125,0,2L,2L 4x3.5x0.3125,0,15.4,4.49,0,0,0,0,0,0,0,0,0,0,0,0,7.12,0,2.53,1.26,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.5,1.55,1.59,1.64,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASD7,2L 4x3.5x0.25,0,2L,2L 4x3.5x0.25,0,12.4,3.63,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,2.05,1.27,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.49,1.54,1.58,1.63,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
